CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,YEAR,UNIQUE_ID,CRASH_DATE,CRASH_TIME,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PED_ROLE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,PERSON_SEX
2022-05-20,16:00,UNKNOWN,,40.704067,-73.93861,BUSHWICK AVENUE,MOORE STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4530224.0,Sedan,Sedan,,,,2022,12227852,05/20/2022,16:00,ad486524-58e2-436a-9b99-ee2df80303c1,Occupant,Unspecified,20223143.0,28.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
2022-05-20,15:40,MANHATTAN,10038.0,40.71025,-74.00674,,,53        ANN STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4529572.0,Sedan,Sedan,,,,2022,12225250,05/20/2022,15:40,cf3b47b3-25d9-4d48-b796-08d09a1d585c,Occupant,Unspecified,20221686.0,23.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
2022-05-17,4:43,MANHATTAN,10023.0,40.773033,-73.9822,BROADWAY,WEST 65 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4530002.0,Taxi,Station Wagon/Sport Utility Vehicle,,,,2022,12226651,05/17/2022,4:43,3bb6812e-0b0f-4959-b7b5-02d6bb2cfd8c,Occupant,Injured,20222462.0,48.0,Not Ejected,Conscious,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,M
2022-05-20,7:30,BRONX,10456.0,40.82451,-73.90853,,,3261      3 AVENUE,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,,,4529757.0,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,2022,12225891,05/20/2022,7:30,81f16837-9b15-48ec-9d02-f57864053d7b,Occupant,Unspecified,20222026.0,34.0,,,,,,,,,Registrant,,,F
2022-05-20,7:30,BRONX,10456.0,40.82451,-73.90853,,,3261      3 AVENUE,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,,,4529757.0,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,2022,12225888,05/20/2022,7:30,defe8472-0ad9-4fb4-8b69-6878112dc007,Occupant,Unspecified,20222027.0,,,,,,,,,,Registrant,,,
2022-05-20,7:30,BRONX,10456.0,40.82451,-73.90853,,,3261      3 AVENUE,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,,,4529757.0,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,2022,12225889,05/20/2022,7:30,0cbc56bd-9979-4a09-a34a-1270f2e6abcb,Occupant,Injured,20222025.0,49.0,Not Ejected,Conscious,Back,Driver,Lap Belt,,,Complaint of Pain or Nausea,Passenger,,,F
2022-05-19,9:30,QUEENS,11369.0,40.761982,-73.87896,30 AVENUE,90 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,4529257.0,Station Wagon/Sport Utility Vehicle,Bike,,,,2022,12224670,05/19/2022,9:30,b1365045-7c97-497b-953a-eccb47fb454b,Occupant,Unspecified,20221358.0,53.0,,,,,,,,,Registrant,,,M
2022-05-14,4:20,UNKNOWN,,40.699295,-73.9543,FLUSHING AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4529857.0,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,2022,12227042,05/14/2022,4:20,07211321-d089-42c8-8ffa-9bff95e77145,Occupant,Unspecified,20222687.0,30.0,,,,,,,,,Registrant,,,M
2022-05-14,4:20,UNKNOWN,,40.699295,-73.9543,FLUSHING AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4529857.0,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,2022,12227041,05/14/2022,4:20,4f588d15-5677-421a-bcd5-e95b0aabd959,Occupant,Unspecified,20222688.0,61.0,,,,,,,,,Registrant,,,M
2022-05-14,10:41,QUEENS,11105.0,40.778664,-73.90946,29 STREET,21 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4529616.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022,12226382,05/14/2022,10:41,8365acf5-e620-4f53-a11b-de0cc9b958fd,Occupant,Unspecified,20222318.0,,,,,,,,,,Registrant,,,M
2022-05-19,8:04,UNKNOWN,,40.610947,-73.953606,AVENUE P,,,1,0,1,0,0,0,0,0,Unspecified,,,,,4529783.0,Van,,,,,2022,12227245,05/19/2022,8:04,01d71e56-79ca-4cf7-a8ad-60ebb781794f,Occupant,Unspecified,,,,,,,,,,,Notified Person,,,
2022-05-19,23:00,BROOKLYN,11219.0,40.63441,-73.99868,,,1128      54 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4529812.0,Station Wagon/Sport Utility Vehicle,,,,,2022,12227271,05/19/2022,23:00,74596dd0-3509-443c-8b05-59dfaa79db27,Occupant,Unspecified,20222804.0,23.0,,,,,,,,,Registrant,,,M
2022-05-19,15:45,UNKNOWN,,40.764347,-73.92347,31 STREET,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4529728.0,Motorcycle,Sedan,,,,2022,12226454,05/19/2022,15:45,8d1e8a03-1a4b-4ce3-87c3-eed2d8b133ba,Occupant,Unspecified,20222357.0,27.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
2022-05-18,15:30,BROOKLYN,11204.0,40.628796,-73.98785,16 AVENUE,53 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4529093.0,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022,12224376,05/18/2022,15:30,3984a768-4de0-4ca6-a6a7-475fdc815829,Occupant,Unspecified,20221215.0,37.0,,,,,,,,,Registrant,,,F
2022-05-19,3:03,UNKNOWN,,40.841877,-73.8888,CROSS BRONX EXPY,,,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,4529416.0,Station Wagon/Sport Utility Vehicle,,,,,2022,12225314,05/19/2022,3:03,6e452998-6f52-41aa-beb9-ac2b825d6741,Occupant,Unspecified,20221723.0,39.0,,,,,,,,,Registrant,,,M
2022-05-18,7:05,BRONX,10451.0,40.82419,-73.91385,EAST 161 STREET,MELROSE AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4529041.0,Sedan,,,,,2022,12222944,05/18/2022,7:05,7ffce3dd-f8b8-45fc-8401-42d0b792cf6b,Occupant,Unspecified,,,,,,,,,,,Witness,,,
2022-05-19,20:13,BROOKLYN,11219.0,40.63298,-73.99523,,,5320      NEW UTRECHT AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4529379.0,Station Wagon/Sport Utility Vehicle,Bike,,,,2022,12224391,05/19/2022,20:13,e506d4b5-a649-4a92-89d1-042f877e31e6,Occupant,Unspecified,20221229.0,49.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,,,,Does Not Apply,Driver,,,M
2022-05-19,20:13,BROOKLYN,11219.0,40.63298,-73.99523,,,5320      NEW UTRECHT AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4529379.0,Station Wagon/Sport Utility Vehicle,Bike,,,,2022,12224392,05/19/2022,20:13,4f2f670c-3d4b-420d-8f1f-ad644d4b1e10,Occupant,Unspecified,20221229.0,49.0,,,,,,,,,Registrant,,,M
2022-05-20,10:58,MANHATTAN,10013.0,40.723118,-74.00624,VARICK STREET,GRAND STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,4529471.0,Box Truck,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Box Truck,,2022,12225240,05/20/2022,10:58,802fdce3-a841-4609-a0ee-7f36ae690429,Occupant,Unspecified,20221681.0,,,,,,,,,,Registrant,,,
2022-05-20,17:00,UNKNOWN,,40.606865,-73.89829,BELT PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4529990.0,Sedan,Bus,,,,2022,12227212,05/20/2022,17:00,b7bd93cb-bce6-4f65-acf5-f5d845b5b468,Occupant,Unspecified,20222774.0,34.0,,,,,,,,,Registrant,,,M
2022-05-20,15:44,UNKNOWN,,40.74478,-73.93262,QUEENS BOULEVARD,32 PLACE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4529597.0,Station Wagon/Sport Utility Vehicle,Box Truck,,,,2022,12226392,05/20/2022,15:44,1a716666-bc4b-4b2a-98ee-65253d062ca2,Occupant,Unspecified,20222324.0,,,,,,,,,,Registrant,,,
2022-05-18,19:40,UNKNOWN,,40.74006,-73.789894,LONG ISLAND EXPRESSWAY,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4528985.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,2022,12223194,05/18/2022,19:40,25869b34-050a-41dc-8892-65af4a6046f6,Occupant,Unspecified,20220585.0,27.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F
2022-05-18,18:00,BRONX,10461.0,40.840164,-73.84262,WESTCHESTER AVENUE,FERRIS PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4529184.0,Sedan,Station Wagon/Sport Utility Vehicle,,,,2022,12224665,05/18/2022,18:00,8a6517f0-2756-44fb-a55c-55faab31cac6,Occupant,Unspecified,20221352.0,,,,,,,,,,Registrant,,,
2022-05-19,17:02,UNKNOWN,,40.826397,-73.92116,SHERIDAN AVENUE,,,1,0,0,0,0,0,1,0,Turning Improperly,Unsafe Speed,,,,4529360.0,Station Wagon/Sport Utility Vehicle,Motorscooter,,,,2022,12224920,05/19/2022,17:02,f467039e-2a08-4d07-8889-efdf625b3751,Occupant,Unspecified,20221503.0,26.0,,,,,,,,,Registrant,,,M
2022-05-17,18:04,UNKNOWN,,40.809776,-73.889084,OAK POINT AVENUE,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4529692.0,Sedan,Station Wagon/Sport Utility Vehicle,,,,2022,12226052,05/17/2022,18:04,483a4c22-1e88-4261-982c-bf3da7d083f1,Occupant,Unspecified,20222134.0,37.0,,,,,,,,,Registrant,,,M
2022-05-19,22:25,BRONX,10467.0,40.881073,-73.878494,EAST GUN HILL ROAD,BAINBRIDGE AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4529687.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022,12226253,05/19/2022,22:25,9f5ce674-0349-44de-8c30-595e260dfb0a,Occupant,Unspecified,20222248.0,,,,,,,,,,Registrant,,,M
2022-05-19,22:25,BROOKLYN,11226.0,40.640648,-73.953316,EAST 25 STREET,AVENUE D,,2,0,0,0,0,0,2,0,Unspecified,,,,,4529486.0,Taxi,,,,,2022,12225715,05/19/2022,22:25,0bb4cb8e-59b7-4f7e-9065-f827f9047eb0,Occupant,Unspecified,20221935.0,,,,,,,,,,Registrant,,,M
2022-05-19,22:25,BROOKLYN,11226.0,40.640648,-73.953316,EAST 25 STREET,AVENUE D,,2,0,0,0,0,0,2,0,Unspecified,,,,,4529486.0,Taxi,,,,,2022,12225712,05/19/2022,22:25,e7df0a42-e83f-43b6-b687-af5452dab2e3,Occupant,Unspecified,20221935.0,38.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
2022-05-18,16:19,UNKNOWN,,40.68576,-73.915504,BROADWAY,HALSEY STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4529052.0,Sedan,,,,,2022,12223260,05/18/2022,16:19,68fafbdf-4b54-46b5-ac5d-6254b0fd5fb1,Occupant,Unspecified,20220617.0,,,,,,,,,,Registrant,,,U
2022-05-19,8:00,BROOKLYN,11233.0,40.67413,-73.913925,BOYLAND STREET,BERGEN STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4529248.0,Bus,Station Wagon/Sport Utility Vehicle,,,,2022,12224572,05/19/2022,8:00,b34a4bee-4baa-4f67-a03d-3ae0bd8afd6c,Occupant,Unspecified,20221311.0,9.0,Not Ejected,Does Not Apply,Does Not Apply,Unknown,Lap Belt,,,Does Not Apply,Passenger,,,M
2022-05-19,8:00,BROOKLYN,11233.0,40.67413,-73.913925,BOYLAND STREET,BERGEN STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4529248.0,Bus,Station Wagon/Sport Utility Vehicle,,,,2022,12224569,05/19/2022,8:00,0492dc1a-ce2e-46e7-97a2-cd0a387bc875,Occupant,Unspecified,20221312.0,40.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
2022-05-19,8:00,BROOKLYN,11233.0,40.67413,-73.913925,BOYLAND STREET,BERGEN STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4529248.0,Bus,Station Wagon/Sport Utility Vehicle,,,,2022,12224571,05/19/2022,8:00,128b27e0-a1af-4d33-a53e-6546ff8b2d23,Occupant,Unspecified,20221311.0,6.0,Not Ejected,Does Not Apply,Does Not Apply,Unknown,Lap Belt,,,Does Not Apply,Passenger,,,M
2022-05-19,8:00,BROOKLYN,11233.0,40.67413,-73.913925,BOYLAND STREET,BERGEN STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4529248.0,Bus,Station Wagon/Sport Utility Vehicle,,,,2022,12224577,05/19/2022,8:00,294494e5-990c-4163-b7f1-cf1946994f38,Occupant,Unspecified,20221311.0,12.0,Not Ejected,Does Not Apply,Does Not Apply,Unknown,Lap Belt,,,Does Not Apply,Passenger,,,M
2022-05-19,8:50,UNKNOWN,,40.680847,-73.92563,CHAUNCEY STREET,,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inexperience,,,,4529960.0,Sedan,Sedan,,,,2022,12226881,05/19/2022,8:50,9e75a2d0-373f-4849-b941-5860f8dd8874,Occupant,Unspecified,20222589.0,29.0,,,,,,,,,Registrant,,,F
2022-05-19,15:00,UNKNOWN,,40.73448,-73.92243,BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4529593.0,Sedan,Sedan,,,,2022,12226405,05/19/2022,15:00,513e745e-2c95-46e3-8409-9a19a146c3d3,Occupant,Unspecified,20222328.0,30.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,,,,Does Not Apply,Driver,,,F
2022-05-18,21:00,UNKNOWN,,40.694065,-73.80142,SUTPHIN BOULEVARD,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,,,4530136.0,Sedan,Box Truck,,,,2022,12227438,05/18/2022,21:00,84371a1a-1c1a-49e3-a2da-180685cdcec7,Occupant,Unspecified,20222902.0,,,,,,,,,,Registrant,,,U
2022-05-19,4:45,QUEENS,11377.0,40.74447,-73.911514,ROOSEVELT AVENUE,53 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4529039.0,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022,12223577,05/19/2022,4:45,4dea6697-e43a-4962-b249-d6c77421a28a,Occupant,Unspecified,20220787.0,,,,,,,,,,Registrant,,,U
2022-05-16,9:15,BRONX,10460.0,40.83566,-73.88664,,,1687      VYSE AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4529745.0,Bus,Sedan,,,,2022,12225883,05/16/2022,9:15,5f9436f2-7ef0-4cc8-84f0-38558b2244a9,Occupant,Unspecified,20222021.0,,,,,,,,,,Registrant,,,
2022-05-20,18:16,MANHATTAN,10075.0,40.77496,-73.9589,EAST 79 STREET,LEXINGTON AVENUE,,1,0,0,0,1,0,0,0,Following Too Closely,Other Vehicular,,,,4530116.0,Bike,Sedan,,,,2022,12227632,05/20/2022,18:16,03332d76-1023-47b6-a22b-426e144c1fb0,Occupant,Unspecified,20223011.0,74.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
2022-05-19,20:30,QUEENS,11385.0,40.70433,-73.8969,,,60-77     68 ROAD,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4530024.0,Station Wagon/Sport Utility Vehicle,,,,,2022,12227891,05/19/2022,20:30,566b0ab8-085c-4261-9dc3-db5e036f4220,Occupant,Unspecified,20223171.0,67.0,,,,,,,,,Registrant,,,M
2022-05-19,10:35,BROOKLYN,11239.0,40.64165,-73.879196,SEAVIEW AVENUE,LOUISIANA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4529899.0,Taxi,Station Wagon/Sport Utility Vehicle,Convertible,,,2022,12228189,05/19/2022,10:35,80f3e62e-b94d-48bd-8cd9-bda594a2b8cd,Occupant,Unspecified,20223345.0,49.0,,,,,,,,,Registrant,,,F
2022-05-17,15:10,BRONX,10474.0,40.818604,-73.88917,HUNTS POINT AVENUE,SENECA AVENUE,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4529563.0,Station Wagon/Sport Utility Vehicle,,,,,2022,12225327,05/17/2022,15:10,1a75a5da-8ab8-4428-87e3-685ff4c5adb2,Occupant,Unspecified,20221729.0,33.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,,,,Does Not Apply,Driver,,,M
2022-05-19,22:16,QUEENS,11377.0,40.739525,-73.921326,48 AVENUE,44 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4529299.0,Sedan,Motorcycle,,,,2022,12225011,05/19/2022,22:16,a9c78576-e605-480e-8e1f-315204c0eab4,Occupant,Unspecified,20221559.0,48.0,,,,,,,,,Registrant,,,F
2022-05-19,15:10,UNKNOWN,,40.687508,-73.80666,139 STREET,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,Unspecified,,,4530137.0,Bus,Sedan,Station Wagon/Sport Utility Vehicle,,,2022,12227507,05/19/2022,15:10,7cd5e3e1-b86e-4c52-a9a1-b96eacf5404a,Occupant,Unspecified,20222945.0,42.0,,,,,,,,,Registrant,,,M
2022-05-20,20:30,QUEENS,11355.0,40.754047,-73.82256,,,140-11    CHERRY AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4529604.0,Station Wagon/Sport Utility Vehicle,,,,,2022,12226504,05/20/2022,20:30,d7b0b985-5963-4b43-b3d0-124aadfd124e,Occupant,Unspecified,20222383.0,58.0,,,,,,,,,Registrant,,,F
2022-05-20,12:15,QUEENS,11694.0,40.58301,-73.82607,ROCKAWAY BEACH BOULEVARD,BEACH 105 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4529531.0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022,12225044,05/20/2022,12:15,1346947f-d9e3-4c89-8292-76ce42758dec,Occupant,Unspecified,20221574.0,50.0,,,,,,,,,Registrant,,,M
2022-05-19,23:40,MANHATTAN,10037.0,40.81562,-73.93846,,,55        WEST 138 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4530193.0,Station Wagon/Sport Utility Vehicle,USPS POSTA,,,,2022,12226783,05/19/2022,23:40,610c8344-30bc-4442-a987-1d4798c279ad,Occupant,Unspecified,20222539.0,54.0,,,,,,,,,Registrant,,,F
2022-05-18,11:30,QUEENS,11379.0,40.71235,-73.89128,,,66-26     METROPOLITAN AVENUE,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,4528961.0,Sedan,Box Truck,,,,2022,12224807,05/18/2022,11:30,34dc6dab-0c03-4040-8293-96b835de7ca8,Occupant,Injured,20221427.0,55.0,Not Ejected,Conscious,Back,Driver,Lap Belt,,,Complaint of Pain or Nausea,Passenger,,,M
2022-05-19,19:00,UNKNOWN,,40.583725,-73.89372,FLATBUSH AVENUE,AVIATION ROAD,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4529514.0,Sedan,Bike,,,,2022,12225352,05/19/2022,19:00,efba68f8-78a2-467e-b519-dfa226f5ac17,Bicyclist,Injured,20221742.0,54.0,Not Ejected,Conscious,Head,Driver,,,,Complaint of Pain or Nausea,Driver,,,M
2022-05-20,15:47,BRONX,10461.0,40.844032,-73.84688,,,1551      SILVER STREET,2,0,0,0,0,0,2,0,Unspecified,,,,,4529583.0,Sedan,,,,,2022,12226112,05/20/2022,15:47,df19222c-5446-4590-aba8-28eb02bafbc6,Occupant,Injured,20222165.0,53.0,Not Ejected,Conscious,Head,Driver,Unknown,,,Complaint of Pain or Nausea,Driver,,,F
2022-05-13,15:41,BROOKLYN,11216.0,40.678722,-73.952995,ATLANTIC AVENUE,BEDFORD AVENUE,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4529982.0,Station Wagon/Sport Utility Vehicle,E-Bike,,,,2022,12227045,05/13/2022,15:41,c09dd13b-f6be-46b3-b266-c71f16482897,Other Motorized,Injured,20222693.0,29.0,Ejected,Conscious,Knee-Lower Leg Foot,Driver,,,,Abrasion,Driver,,,M
2022-05-20,21:40,UNKNOWN,,40.58217,-73.95896,NEPTUNE AVENUE,,,1,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4529755.0,E-Bike,Sedan,,,,2022,12225941,05/20/2022,21:40,358c1c2c-22a2-44dd-a46d-a7c38cc90169,Occupant,Unspecified,20222064.0,47.0,,,,,,,,,Registrant,,,M
2022-05-19,21:20,UNKNOWN,,40.649956,-73.884125,PENNSYLVANIA AVENUE,CROTON LOOP,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4529937.0,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022,12228204,05/19/2022,21:20,6b482cb2-226e-4697-bd98-658103b72549,Occupant,Unspecified,20223356.0,30.0,,,,,,,,,Registrant,,,M
2022-05-19,3:26,BRONX,10457.0,40.844177,-73.90292,EAST 174 STREET,WEBSTER AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4529174.0,Pick-up Truck,Sedan,,,,2022,12224893,05/19/2022,3:26,b80faa21-df4c-4690-be82-0042120f262c,Occupant,Unspecified,20221485.0,,,,,,,,,,Registrant,,,
2022-05-18,13:11,UNKNOWN,,40.703403,-73.917786,WYCKOFF AVENUE,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4528934.0,Ambulance,Sedan,,,,2022,12223375,05/18/2022,13:11,ff7a4ae3-6b27-479c-add8-642227038ac8,Occupant,Unspecified,20220678.0,31.0,,,,,,,,,Registrant,,,M
2022-05-18,11:10,BROOKLYN,11230.0,40.61265,-73.96187,EAST 12 STREET,AVENUE O,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inexperience,,,,4529772.0,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022,12226106,05/18/2022,11:10,9068ed3b-2495-4a46-ad3e-687bbeeb0aec,Occupant,Unspecified,20222163.0,,,,,,,,,,Registrant,,,M
2022-05-18,22:00,STATEN ISLAND,10310.0,40.636955,-74.11755,HENDERSON AVENUE,BROADWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,,,4529436.0,Sedan,Sedan,Sedan,,,2022,12225323,05/18/2022,22:00,c8854b83-60ec-4bef-8e4c-ecf2a444265e,Occupant,Unspecified,20221727.0,41.0,,,,,,,,,Registrant,,,M
2022-05-15,18:30,QUEENS,11372.0,40.754124,-73.8946,,,33-14     72 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4529655.0,Sedan,Pick-up Truck,,,,2022,12226300,05/15/2022,18:30,6101e956-7e87-43b9-9488-f8cbea6bf1c8,Occupant,Unspecified,20222275.0,59.0,,,,,,,,,Registrant,,,
2022-05-15,18:30,QUEENS,11372.0,40.754124,-73.8946,,,33-14     72 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4529655.0,Sedan,Pick-up Truck,,,,2022,12226298,05/15/2022,18:30,ba6be8d5-e879-4a87-9d5c-fcf3037c0a66,Occupant,Unspecified,20222274.0,,Not Ejected,Does Not Apply,Does Not Apply,Unknown,,,,Does Not Apply,Driver,,,M
2022-05-19,13:40,BROOKLYN,11216.0,40.68107,-73.94972,NOSTRAND AVENUE,MACON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4529247.0,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,2022,12224206,05/19/2022,13:40,17ac9cdf-5aa4-41c1-b02c-60180b544ceb,Occupant,Unspecified,20221130.0,36.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
2022-05-19,15:50,BRONX,10474.0,40.809406,-73.8803,HALLECK STREET,EAST BAY AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4529696.0,Bus,Station Wagon/Sport Utility Vehicle,,,,2022,12226085,05/19/2022,15:50,ae7bd3d9-c5ab-4dcf-b608-17b0102210d5,Occupant,Unspecified,20222150.0,31.0,,,,,,,,,Registrant,,,F
2022-05-19,15:50,BRONX,10474.0,40.809406,-73.8803,HALLECK STREET,EAST BAY AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4529696.0,Bus,Station Wagon/Sport Utility Vehicle,,,,2022,12226084,05/19/2022,15:50,f45f9bc2-45fd-4148-99c1-462fe0d28759,Occupant,Unspecified,20222149.0,29.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
2022-05-18,0:03,UNKNOWN,,40.574177,-74.16385,YUKON AVENUE,FOREST HILL ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4528795.0,Sedan,Station Wagon/Sport Utility Vehicle,,,,2022,12221912,05/18/2022,0:03,ed31dc47-f11e-42b9-a330-5eed59896000,Occupant,Unspecified,20219832.0,35.0,,,,,,,,,Registrant,,,M
